lot_number,site,auction_date,auction_time,maker,model,year,chassis_id,grade,transmission,cc,color,mileage,point,sold_price,avg_price_predicted_ru,avg_price_predicted_hex
"4645","arai aa oyama v/t","2026-02-07","17:20","ISUZU","ISUZU GIGA","2018","CYJ77B","ALUMINIUM WING","..S","9830","ACTUAL VEHICLE","813000","R","0","0","#000000"
"4641","arai aa oyama v/t","2026-02-07","17:18","ISUZU","ISUZU GIGA","2017","CYY77B","CHASSIS","F7","9830","ACTUAL VEHICLE","422000","R","0","0","#000000"
"4637","arai aa oyama v/t","2026-02-07","17:15","MITSUBISHI","MITSUBISHI FUSO FIGHTER","2004","FQ61FN","Dump","F6","7540","OTHER","315000","R","0","0","#000000"
"4635","arai aa oyama v/t","2026-02-07","17:14","ISUZU","ISUZU GIGA","2006","CYJ51W6","ALUMINIUM WING","F7","14250","ACTUAL VEHICLE","35","","0","1612000","#eed649"
"4633","arai aa oyama v/t","2026-02-07","17:13","ISUZU","ISUZU GIGA","2009","CYL77V8","ALUMINIUM WING","..S","9830","ACTUAL VEHICLE","862000","3","0","1709000","#51b0df"
"4607","arai aa oyama v/t","2026-02-07","17:11","ISUZU","ISUZU FORWARD","2010","FSR90S2","ｼﾞﾝ Key","F6","5190","OTHER","200000","3.5","0","1334000","#eed649"
"4629","arai aa oyama v/t","2026-02-07","17:11","MITSUBISHI","MITSUBISHI SUPER GREAT","2011","FV50VYｶｲ","","F7","12800","OTHER","406000","R","0","0","#000000"
"4614","arai aa oyama v/t","2026-02-07","17:09","ISUZU","ISUZU FORWARD","2005","FSR34D4S","Dump","F7","7790","OTHER","458000","3","0","0","#000000"
"4646","arai aa oyama v/t","2026-02-07","17:07","MITSUBISHI","MITSUBISHI SUPER GREAT","2019","FU74HZ","Gila . Aluminum B","ﾄｸS","10670","OTHER","598000","3.5","0","0","#000000"
"4644","arai aa oyama v/t","2026-02-07","17:06","ISUZU","ISUZU GIGA","2015","CYJ77AA","COMMON. ALUMINIUM B","F7","9830","ACTUAL VEHICLE","628000","3.5","0","0","#000000"
"4649","arai aa oyama v/t","2026-02-07","17:05","HINO","HINO PROFIA","2004","SS1EKJA","Tractor","HL","0","OTHER","3","","0","0","#000000"
"4647","arai aa oyama v/t","2026-02-07","17:04","HINO","HINO RANGER","2015","GD7JPAG","Aluminum ｳｲﾝｸﾞ","ﾄｸS","6400","OTHER","414000","R","0","0","#000000"
"4615","arai aa oyama v/t","2026-02-07","17:03","MITSUBISHI","MITSUBISHI SUPER GREAT","2012","FV50VX","Dump","F7","1280","OTHER","3","","0","1872000","#eed649"
"4650","arai aa oyama v/t","2026-02-07","17:03","HINO","HINO PROFIA","2013","FR1EXBA","Dump","ﾄｸS","12910","OTHER","723000","R","0","0","#000000"
"4643","arai aa oyama v/t","2026-02-07","17:02","NISSAN","NISSAN QUON","2007","CW2XL","Dump","F7","9200","OTHER","513000","3","0","1335000","#ff9c33"
"4648","arai aa oyama v/t","2026-02-07","17:01","NISSAN","NISSAN UD SERIES","2014","CD5ZA","Aluminum ｳｲﾝｸﾞ","ﾄｸS","10830","OTHER","928000","3","0","1054000","#51b0df"
"4634","arai aa oyama v/t","2026-02-07","17:00","ISUZU","ISUZU GIGA","2012","CYL77A","ALUMINIUM WING","F7","9830","ACTUAL VEHICLE","35","","0","2756000","#73aa00"
"4639","arai aa oyama v/t","2026-02-07","17:00","NISSAN","NISSAN UD SERIES","2014","CG5ZA","","ﾄｸS","0","OTHER","3","","0","894000","#73aa00"
"4632","arai aa oyama v/t","2026-02-07","16:59","ISUZU","ISUZU GIGA","2006","CYZ51Q6J","ROADER","F7","14250","ACTUAL VEHICLE","242000","3.5","0","0","#000000"
"4642","arai aa oyama v/t","2026-02-07","16:58","HINO","HINO RANGER","2004","FE1JLEA","Gila . Crane 3 Dan","F6","7960","OTHER","469000","3","0","0","#000000"
"4640","arai aa oyama v/t","2026-02-07","16:57","HINO","HINO TRUCK","2013","SH1EDAG","Tractor","ﾄｸS","12910","OTHER","792000","R","0","0","#000000"
"4605","arai aa oyama v/t","2026-02-07","16:57","ISUZU","ISUZU GIGA","2005","CYM51V4","ALUMINIUM WING","F7","14250","ACTUAL VEHICLE","866000","3","0","0","#000000"
"4628","arai aa oyama v/t","2026-02-07","16:57","MITSUBISHI","MITSUBISHI SUPER GREAT","2012","FU54VZ","Aluminum ｳｲﾝｸﾞ","ﾄｸS","12800","OTHER","972000","3.5","0","1599000","#51b0df"
"4603","arai aa oyama v/t","2026-02-07","16:56","MITSUBISHI","MITSUBISHI FUSO FIGHTER","2011","FK62FZ","ｺﾝﾃﾅｾﾝﾖｳ","F6","7540","OTHER","295000","3.5","0","2600000","#ff9c33"
"4638","arai aa oyama v/t","2026-02-07","16:56","NISSAN","NISSAN QUON","2012","CG5ZL","Low -ﾀﾞ","ﾄｸS","10830","OTHER","465000","3","0","0","#000000"
"4626","arai aa oyama v/t","2026-02-07","16:56","MITSUBISHI","MITSUBISHI SUPER GREAT","2013","FV50VX","Dump","F7","12800","OTHER","746000","3","0","1465000","#51b0df"
"4631","arai aa oyama v/t","2026-02-07","16:55","HINO","HINO TRUCK","2013","FR1EXBG","ﾚｲｿﾞｳﾚｲﾄｳ","ﾄｸS","12910","OTHER","2","","0","0","#000000"
"4636","arai aa oyama v/t","2026-02-07","16:55","HINO","HINO PROFIA","2015","FR1AKDA","ﾀﾝｸ","F7","8860","SILVER","561000","3.5","0","1005000","#ff9c33"
"4599","arai aa oyama v/t","2026-02-07","16:54","ISUZU","ISUZU GIGA","2003","CYL51V4","ALUMINIUM WING","F7","14250","ACTUAL VEHICLE","3","","0","3250000","#ff9c33"
"4577","arai aa oyama v/t","2026-02-07","16:54","ISUZU","ISUZU FORWARD","2006","FSR34D4","Dump","F6","7790","OTHER","175000","3","0","2145000","#ff9c33"
"4624","arai aa oyama v/t","2026-02-07","16:54","MITSUBISHI","MITSUBISHI FUSO FIGHTER","2011","FK72FZ","ﾐ Key ｻ","MT","7540","OTHER","198000","3","0","0","#000000"
"4627","arai aa oyama v/t","2026-02-07","16:53","HINO","HINO TRUCK","1995","FW3FTDA","Low -ﾀﾞ","F7","19680","OTHER","282000","R","0","0","#000000"
"4622","arai aa oyama v/t","2026-02-07","16:53","MITSUBISHI","MITSUBISHI SUPER GREAT","1995","FV424JRｶｲ","Tractor","F5","25110","OTHER","525000","3","0","0","#000000"
"4597","arai aa oyama v/t","2026-02-07","16:53","MITSUBISHI","MITSUBISHI SUPER GREAT","2008","FY54JX","ﾎ Low","F7","12880","OTHER","670000","3","0","0","#000000"
"4625","arai aa oyama v/t","2026-02-07","16:52","HINO","HINO PROFIA","2016","SS1EKDA","Tractor","ﾄｸS","12910","OTHER","523000","3","0","0","#000000"
"4623","arai aa oyama v/t","2026-02-07","16:51","HINO","HINO PROFIA","2015","FR1EXEJ","ﾚｲｿﾞｳﾚｲﾄｳ","ﾄｸS","12910","OTHER","35","","0","1037000","#eed649"
"4630","arai aa oyama v/t","2026-02-07","16:51","HINO","HINO PROFIA","1999","FW4FWFA","","F7","20780","OTHER","556000","R","0","0","#000000"
"4616","arai aa oyama v/t","2026-02-07","16:50","ISUZU","ISUZU GIGA","2001","CXZ73K3","MIXER","F6","18930","ACTUAL VEHICLE","3","","0","0","#000000"
"82233","arai aa oyama v/t","2026-02-07","16:50","ISUZU","ISUZU ELF","2008","NLR85AN","ｼｬ-ｼ","F5","2990","WHITE","346000","0","0","0","#000000"
"4621","arai aa oyama v/t","2026-02-07","16:49","HINO","HINO PROFIA","2018","FW1AHG","Gila . Aluminum B","ﾄｸS","8860","OTHER","35","","0","7444000","#51b0df"
"82235","arai aa oyama v/t","2026-02-07","16:49","MITSUBISHI","MITSUBISHI CANTER","2013","FEB90","ｼｬ-ｼ","I5","2990","OTHER","260000","0","0","731000","#51b0df"
"4591","arai aa oyama v/t","2026-02-07","16:49","ISUZU","ISUZU GIGA","2018","CYJ77C","ALUMINIUM WING","..S","9830","ACTUAL VEHICLE","379000","3.5","0","5164000","#73aa00"
"82231","arai aa oyama v/t","2026-02-07","16:49","ISUZU","ISUZU ELF","2012","NPR85AR","Gila","F6","2990","OTHER","535000","0","0","0","#000000"
"4619","arai aa oyama v/t","2026-02-07","16:48","HINO","HINO TRUCK","2009","FR1EXYJ","ﾚｲｿﾞｳﾚｲﾄｳ","ﾄｸS","12910","OTHER","239000","3.5","0","1470000","#ff9c33"
